Cust_id,Cust_type,ACCOUNT_catid_NO,cust_account_start_date,Bill_Id,Bill_Amount
10254646912,ATTI -FF,2146412749,3/10/2012,1214536083,140433
9078848456,ATTI -EA,2144373403,6/13/2012,1214398775,139701
2019147405,ATTI -EA,1443836711,1/24/2010,1208170734,131113
2019150164,ATTI -DF,1443850596,2/27/2010,1226457535,130443
2019163640,ATTI -CE,1443831580,6/12/2010,1208123432,129329
2019163641,ATTI -EB,1443831583,8/2/2009,1208136399,129329
2019163642,ATTI -CC,1443831582,1/29/2010,1208011444,129329
2019163644,ATTI -DF,1443831476,9/5/2009,1208160793,129329
2019184355,ATTI -CD,1443834259,9/22/2009,1208137492,129307
9078740456,ATTI -CC,1443822918,6/1/2010,1239713907,122922
9078740456,ATTI -AC,1443822918,1/22/2010,1225547457,122379
2019136337,ATTI -BC,1443824559,11/6/2009,1208083564,118071
8830333572,ATTI -AE,1443833396,9/5/2009,1208095895,111322
10254469134,ATTI -CE,2146374084,11/30/2012,1214478721,110284
2019144773,ATTI -AB,1443828846,8/7/2010,1208102132,109644
10254658023,ATTI -AD,2146412750,5/1/2012,1214634671,108807
9077970856,ATTI -EC,1440365282,1/31/2007,1225081133,105935
2019136664,ATTI -FE,1443823171,6/15/2010,1208104946,105932
2019163647,ATTI -AC,1443832461,1/30/2010,1208083716,103660
9077970856,ATTI -FD,1440365282,9/22/2007,1239333478,102318
2019185719,ATTI -AD,1443837684,3/13/2010,1208168642,100200
2019203735,ATTI -ED,1443839278,8/2/2010,1207947260,98652
2019184818,ATTI -EA,1443836991,9/13/2010,1208037211,97115
8094783459,ATTI -DA,1443832609,6/10/2010,1208098585,90782
8019133553,ATTI -DC,1443851210,10/2/2009,1207941738,90782
8019133566,ATTI -AB,1443832611,9/6/2009,1208050388,90781
8019133568,ATTI -AF,1443832613,9/4/2009,1208056363,90781
8019133564,ATTI -BB,1443832614,9/8/2009,1207956396,90781
8019133569,ATTI -FD,1443833390,5/23/2010,1208032121,90781
8094233570,ATTI -EC,1443833399,10/1/2009,1207996575,90781
8858333573,ATTI -CD,1443833860,3/9/2010,1208056802,90781
8850333571,ATTI -CF,1443833863,9/25/2009,1208050518,90781
2019136596,ATTI -BB,1443822377,1/25/2010,1208154630,89393
2019129785,ATTI -DF,1443826763,1/14/2010,1208093336,89277
2019167569,ATTI -ED,1443844753,6/8/2010,1226481397,89072
9077301556,ATTI -AD,1443812685,2/9/2010,1239769779,88146
9077315059,ATTI -CE,1443353495,4/1/2008,1226921413,85501
2019125219,ATTI -DE,1443793994,3/22/2009,1207986127,85035
2019144899,ATTI -AF,1443829413,7/24/2010,1208115566,83972
9078659856,ATTI -AD,2144591821,1/3/2012,1239553612,80527
2019134442,ATTI -FA,1443817418,6/11/2009,1208121521,80394
2019184898,ATTI -AD,1443834883,7/21/2009,1208066185,78522
2019165851,ATTI -AC,1443836159,10/7/2009,1208043440,78155
6019168766,ATTI -AC,1443848706,1/11/2011,1225067938,77335
2019134963,ATTI -EF,1443821926,4/27/2010,1207962346,76932
2019148052,ATTI -AC,1443839399,7/29/2010,1207978398,76482
2019137840,ATTI -CD,1443824086,1/4/2010,1208057924,75513
9077301556,ATTI -CA,1443812685,6/4/2009,1225648754,75477
10254915893,ATTI -BC,2144115153,11/12/2011,1214643525,74944
2019146646,ATTI -DF,1443833253,4/14/2010,1229809953,73962
6094736214,ATTI -FB,1443825144,11/16/2009,1229846136,73127
9077649362,ATTI -EE,1442289485,1/12/2007,1238211034,71666
9077316889,ATTI -CB,1443701457,10/30/2008,1208019289,71032
2019135315,ATTI -FA,1443821369,11/14/2009,1208001574,69682
2019134149,ATTI -ED,1443810629,7/31/2009,1238269875,69616
2019147402,ATTI -EF,1443836702,2/16/2010,1207969463,69320
9077313561,ATTI -ED,1442849921,6/1/2008,1238279766,67992
6019151144,ATTI -FF,1443859493,10/11/2010,1225021405,67509
9078041256,ATTI -CF,1435150471,5/22/2004,1239331607,66721
9077316339,ATTI -EB,1443675016,3/31/2009,1208050150,65657
2019123897,ATTI -CC,1443789382,11/16/2009,1229877873,64332
9078848456,ATTI -BF,2144373403,7/20/2011,1234758314,63500
2019145703,ATTI -CA,1443837807,9/11/2009,1208074648,63357
9078041256,ATTI -CD,1435150471,8/5/2004,1227104787,63109
2019133936,ATTI -FB,1443805198,3/9/2009,1207955272,62916
2019135879,ATTI -DF,1443821198,5/9/2009,1238288803,62737
2019135881,ATTI -FB,1443821200,5/5/2009,1238299204,62737
2019135880,ATTI -DB,1443821199,1/18/2010,1238298857,62737
2019185695,ATTI -DF,1443837338,2/10/2010,1208073421,62590
2019145359,ATTI -FA,1443832843,12/30/2009,1207994957,62256
10254501593,ATTI -FF,2143192045,4/8/2011,1241328453,61529
2019144613,ATTI -EF,1443834585,10/10/2009,1207986468,61522
2019135088,ATTI -AA,1443818406,1/17/2010,1207987136,61468
2019167106,ATTI -DD,1443844908,1/18/2010,1207979129,61153
9077315662,ATTI -CD,1443620898,6/10/2008,1208049334,60969
2019185698,ATTI -BB,1443836669,8/24/2009,1208008917,59138
2019144530,ATTI -CB,1443843724,2/27/2010,1208128201,58953
6019143263,ATTI -FC,1443827731,11/27/2009,1225126557,58744
2019145387,ATTI -EE,1443836147,6/14/2010,1208066969,58122
2019185720,ATTI -EF,1443836787,5/16/2010,1208164440,57281
2019140415,ATTI -ED,1443830673,6/3/2010,1208057145,56954
2019138876,ATTI -AB,1443824396,3/22/2010,1207980859,56933
2420387069,ATTI -BE,2145587280,6/27/2012,1214494142,56233
2019124254,ATTI -EA,1443793896,11/8/2009,1238191219,55430
2019223340,ATTI -BC,1443834501,3/17/2010,1208047839,53674
2019145875,ATTI -FA,1443832938,3/15/2010,1207975824,53328
2019147409,ATTI -AC,1443836723,8/26/2009,1208065844,53139
2019142687,ATTI -FF,1443827356,7/16/2010,1207973624,52533
2019135878,ATTI -CF,1443821875,8/7/2009,1208133964,51223
2019145701,ATTI -EF,1443837810,2/16/2010,1208033992,51126
2420387069,ATTI -DC,2145587280,1/31/2012,1234785661,49744
2850329338,ATTI -FC,1443828638,1/28/2010,1208100486,49683
9077319066,ATTI -CE,1443775978,8/31/2009,1225003112,49301
2019145872,ATTI -BF,1443833337,4/16/2010,1208056683,49292
2019144329,ATTI -CE,1443828976,10/9/2009,1208102054,49272
2019184790,ATTI -BB,1443834939,2/25/2010,1208035625,48925
2019143259,ATTI -BD,1443832842,4/17/2010,1207959097,48885
2019136001,ATTI -CF,1443822483,11/23/2009,1208072719,48229
2019148960,ATTI -FD,1443839882,7/6/2010,1207949955,48194
2019145413,ATTI -DA,1443833016,9/14/2009,1208063480,48191
2019147408,ATTI -FE,1443836722,9/18/2009,1208174823,48131
2019167078,ATTI -DB,1443844877,8/10/2010,1208156605,48087
2019135690,ATTI -CA,1443850044,12/26/2009,1207981427,48000
2019128373,ATTI -BA,1443824277,2/18/2010,1226342320,47845
10254501664,ATTI -EF,2143192045,2/24/2011,1241273313,47706
2019184904,ATTI -AF,1443834892,1/26/2010,1207977876,47090
2019167076,ATTI -CA,1443848852,7/15/2010,1208133162,47023
2019134829,ATTI -BD,1443817563,3/2/2009,1208014659,47007
2019136099,ATTI -DD,1443820514,7/25/2009,1208116789,46761
2019184944,ATTI -FA,1443834912,10/18/2009,1208130170,46757
2094229327,ATTI -AE,1443826392,12/31/2009,1208050376,46757
2019147175,ATTI -AD,1443837915,1/31/2010,1208081133,46723
2019184804,ATTI -FF,1443834945,7/18/2009,1208072771,46723
2019145593,ATTI -CD,1443837586,7/26/2009,1207987732,46723
9077319148,ATTI -FB,1443778045,2/17/2009,1229866611,46492
2019139823,ATTI -CF,1443832975,8/16/2010,1207998983,46491
2019147071,ATTI -DC,1443835121,4/26/2010,1208067427,46225
2019203781,ATTI -EB,1443845117,11/15/2010,1208085312,46225
2019185988,ATTI -DC,1443843745,4/26/2010,1208082168,45959
2094229326,ATTI -CB,1443826376,11/8/2009,1208089024,45959
2019134982,ATTI -AA,1443818241,10/9/2009,1208085495,45790
2019147154,ATTI -DD,1443837917,4/2/2010,1208038634,45693
2019142935,ATTI -EF,1443829650,8/2/2009,1208024882,45693
2019135476,ATTI -FB,1443819631,7/20/2009,1226332552,45681
2019184882,ATTI -BF,1443834918,4/28/2010,1207984781,45623
10254501593,ATTI -EF,2143192045,9/13/2011,1227653264,45453
2019140370,ATTI -BD,1443831327,2/9/2010,1208103363,45427
2850329342,ATTI -DB,1443828646,9/9/2009,1208093406,45427
2019143875,ATTI -AC,1443827452,6/12/2010,1207958335,44997
2019144549,ATTI -FC,1443831446,3/5/2010,1207979140,44895
2019185999,ATTI -EC,1443838241,6/23/2010,1208031759,44895
2019167108,ATTI -FE,1443841094,10/14/2010,1208116465,44629
2019186241,ATTI -EA,1443854361,12/30/2009,1208176525,44629
2019144750,ATTI -EB,1443832862,1/22/2010,1208120823,44629
2019147429,ATTI -DB,1443836726,3/7/2010,1208087185,44622
2019140594,ATTI -EE,1443833865,12/28/2009,1207973963,44363
2019223311,ATTI -CA,1443834489,8/29/2010,1207989523,44363
2019134441,ATTI -DD,1443812921,5/15/2009,1207997122,44198
2850329343,ATTI -BA,1443828648,5/31/2009,1208034502,44097
2850329344,ATTI -BD,1443828653,3/20/2010,1208069529,44097
9077320402,ATTI -CF,1443764308,2/10/2009,1229853812,43885
9078953056,ATTI -EB,1443819368,11/24/2009,1240469684,43792
9077653420,ATTI -EA,1441833407,6/30/2007,1226860318,43683
2019143289,ATTI -EF,1443829622,7/13/2009,1208045087,43565
2019140457,ATTI -FF,1443829932,5/30/2010,1208091372,43565
2850329341,ATTI -DE,1443828642,8/14/2009,1208078424,43565
2019140410,ATTI -FD,1443830363,9/5/2009,1208089070,43299
2019139775,ATTI -CF,1443831288,2/24/2010,1208052608,43033
2019145591,ATTI -BB,1443837584,3/27/2010,1208011018,42320
2019139869,ATTI -BF,1443831249,8/5/2010,1208124236,42164
2019144612,ATTI -EE,1443833084,11/13/2009,1207977850,42164
2019167136,ATTI -AC,1443848611,12/17/2009,1207959005,42164
2019146345,ATTI -BD,1443833660,9/19/2010,1208013222,41848
2019145592,ATTI -EA,1443836305,10/28/2009,1208135111,41827
2019184857,ATTI -DD,1443835275,12/20/2009,1208058139,41586
2019139946,ATTI -FC,1443832920,12/28/2009,1208023545,41490
2019184807,ATTI -CB,1443834951,6/6/2010,1208108710,41219
2019145448,ATTI -DF,1443836151,11/6/2009,1207974858,40852
2019144558,ATTI -DA,1443830137,11/20/2009,1208066834,40816
2019203607,ATTI -BE,1443854450,3/17/2010,1208039765,40816
2019143807,ATTI -DA,1443830295,4/24/2010,1208057354,40550
2019203616,ATTI -CC,1443845122,7/21/2010,1208163711,40550
2094229331,ATTI -CC,1443828627,4/22/2010,1207995670,40550
2019145434,ATTI -AD,1443836155,8/14/2009,1208020163,40485
2019145457,ATTI -AC,1443832991,6/7/2010,1208022860,40485
2019146307,ATTI -AA,1443834042,1/16/2010,1208124031,39441
9078734956,ATTI -CD,1443823170,4/18/2010,1226786428,39424
9078734956,ATTI -AD,1443823170,2/28/2010,1239446903,39419
9078054456,ATTI -ED,1435104581,11/3/2003,1239153363,39338
2019143295,ATTI -BF,1443830017,6/9/2009,1208160447,39220
2019148942,ATTI -EC,1443839781,2/3/2010,1208027599,38954
2019185985,ATTI -AB,1443843734,11/8/2010,1207975630,38954
2019141015,ATTI -CC,1443830146,8/16/2009,1208042571,38688
2019133271,ATTI -DB,1443834122,5/14/2009,1208017942,38297
2019139735,ATTI -EB,1443831270,10/28/2009,1208106975,38156
2019140397,ATTI -CB,1443830357,10/28/2009,1208090299,38156
2019143811,ATTI -DF,1443830305,9/13/2009,1207949756,37890
2019141001,ATTI -EE,1443830618,4/28/2010,1208130999,37890
2019144749,ATTI -EC,1443834878,9/11/2009,1208017146,37890
2019140371,ATTI -FF,1443830105,3/29/2010,1208133295,37624
2019142844,ATTI -FC,1443830230,11/9/2009,1208078446,37624
2019141723,ATTI -FD,1443830720,4/5/2010,1207976288,37624
2019167105,ATTI -CB,1443848855,3/19/2010,1208092268,37624
2019143251,ATTI -FA,1443830234,12/24/2009,1207937509,37624
2019133957,ATTI -AD,1443813880,7/28/2009,1207968235,37558
2019145700,ATTI -FD,1443835989,1/4/2010,1208063538,37428
2019184855,ATTI -CE,1443834928,12/5/2009,1208018363,37428
2019140068,ATTI -EB,1443837678,9/9/2009,1207940975,37358
2019140395,ATTI -BA,1443830351,1/14/2010,1208121187,37358
2019140409,ATTI -EF,1443830369,8/7/2009,1207960283,37358
2019140780,ATTI -AA,1443836289,3/21/2010,1207950897,37358
2019141011,ATTI -FC,1443830133,12/8/2009,1208133503,37358
2019141014,ATTI -DC,1443830138,10/10/2009,1208110199,37358
2019143329,ATTI -EB,1443829763,11/23/2009,1208027306,37358
9078124456,ATTI -DB,1443709296,4/18/2011,1226968452,37186
9078124456,ATTI -AA,1443709296,5/29/2011,1239428500,37186
2019139821,ATTI -AF,1443845070,5/7/2010,1208054797,37092
2019140398,ATTI -BA,1443830372,6/3/2010,1208134393,37092
2019140399,ATTI -BE,1443830641,9/27/2009,1208092208,37092
2019143326,ATTI -AA,1443829967,6/4/2009,1208030267,37092
2019143315,ATTI -EC,1443830197,7/26/2009,1208010916,36826
9962206298,ATTI -ED,2144328882,1/17/2012,1239872350,36732
2019185704,ATTI -FA,1443836734,7/15/2010,1208086192,36711
2019185705,ATTI -AD,1443836743,11/29/2009,1208015622,36711
2019163637,ATTI -CB,1443843875,6/24/2010,1208105579,36695
2019139816,ATTI -CA,1443836738,6/7/2010,1207993257,36560
2019140396,ATTI -AF,1443830354,7/8/2010,1208023806,36560
2019144317,ATTI -FA,1443845086,7/27/2009,1208126525,36560
2019223446,ATTI -CA,1443829719,9/3/2009,1208007022,36560
2019204213,ATTI -AD,1443845255,8/26/2010,1208040683,36372
9078431755,ATTI -BF,2144885582,10/6/2012,1223902302,36302
2019140791,ATTI -BE,1443836779,5/6/2010,1208109804,36294
2019140994,ATTI -EF,1443830532,5/6/2010,1208018359,36294
2019140996,ATTI -DF,1443830534,8/14/2009,1208103682,36294
2019147153,ATTI -BC,1443836189,11/25/2009,1208123650,36294
2019185718,ATTI -CD,1443836783,7/29/2009,1208146706,36091
2019140999,ATTI -DA,1443830540,7/31/2009,1208100853,36028
2019147151,ATTI -FF,1443836190,6/5/2010,1207945342,36028
2019223314,ATTI -DF,1443837394,6/6/2010,1208062724,36028
2019186300,ATTI -BB,1443854344,6/5/2010,1208149930,36028
2420387077,ATTI -FC,2146101998,11/4/2012,1235815494,35942
2019140363,ATTI -BA,1443829886,12/19/2009,1208014683,35762
2019143978,ATTI -FA,1443829848,1/3/2010,1208088257,35762
2019143979,ATTI -BA,1443829853,7/23/2009,1208076580,35762
2019143981,ATTI -FA,1443829855,1/17/2010,1208087722,35762
2019223312,ATTI -DF,1443839779,1/8/2010,1208101448,35762
2019223332,ATTI -AF,1443845334,1/12/2010,1208010884,35762
2019145450,ATTI -EC,1443832977,8/12/2009,1208025948,35594
2019145476,ATTI -BE,1443836816,11/17/2009,1208099590,35594
2019131611,ATTI -BA,1443827350,5/5/2010,1208130507,35531
2019140402,ATTI -AC,1443830665,8/15/2009,1208075261,35496
2019142909,ATTI -EE,1443830090,6/13/2009,1207963079,35496
2019143432,ATTI -BB,1443830314,10/24/2009,1208082677,35496
2019186392,ATTI -CF,1443848606,3/4/2010,1208116515,35496
2094229329,ATTI -FF,1443826415,1/14/2010,1208028136,35496
2094229330,ATTI -DB,1443828623,2/6/2010,1208037525,35496
2019134651,ATTI -EF,1443817539,3/5/2009,1208014237,35428
2019134652,ATTI -CD,1443817540,9/7/2009,1208067986,35428
2019134650,ATTI -BB,1443820216,2/11/2009,1224738308,35428
2019148991,ATTI -DD,1443845335,2/12/2010,1207955588,35266
2019145452,ATTI -BA,1443832982,4/16/2010,1208081652,35227
2019145458,ATTI -DF,1443832994,10/4/2009,1208090848,35227
2019184806,ATTI -DB,1443834948,2/28/2010,1208096595,35227
2019184856,ATTI -EF,1443834926,4/8/2010,1208123646,35227
2019137197,ATTI -AA,1443823894,9/8/2009,1207988764,35205
9962206306,ATTI -EF,2144328909,8/21/2011,1226968453,34974
2019139776,ATTI -BE,1443829544,10/23/2009,1207984802,34964
2019136217,ATTI -BD,1443821068,2/7/2010,1208018323,34872
2019186232,ATTI -FA,1443853975,6/26/2010,1207989963,34698
2019129325,ATTI -AC,1443835998,10/18/2009,1208002012,34432
2019140057,ATTI -FA,1443830111,8/10/2009,1208093016,34432
2019140450,ATTI -DF,1443837846,12/5/2009,1208040680,34432
2019141012,ATTI -FF,1443837395,3/6/2010,1208067121,34166
2019141508,ATTI -EE,1443831613,7/2/2009,1207984242,34166
2019147174,ATTI -BD,1443837932,12/6/2009,1208039726,34166
2019140449,ATTI -EA,1443845089,2/16/2010,1207952167,34166
2019147396,ATTI -AC,1443836679,4/13/2010,1208043447,34164
2019145417,ATTI -DD,1443836215,5/9/2010,1208116018,34126
2019148943,ATTI -DD,1443839782,8/14/2009,1208066225,33900
2019141765,ATTI -BA,1443830899,5/6/2010,1208134206,33900
2019145590,ATTI -FB,1443837585,7/14/2010,1207993327,33759
2019143261,ATTI -BF,1443832845,8/26/2009,1208036231,33634
2019141722,ATTI -DE,1443831294,10/15/2009,1208132570,33634
2019148946,ATTI -EE,1443839775,1/14/2010,1208093614,33634
2019150177,ATTI -DD,1443847842,4/20/2010,1208133685,33634
2019223343,ATTI -FE,1443830436,9/23/2009,1208120628,33634
9078044456,ATTI -AE,1435104581,3/28/2004,1239171914,33412
2019143810,ATTI -BB,1443830303,2/15/2010,1207983635,33368
2019167081,ATTI -CE,1443851703,2/5/2010,1207956987,33368
2019139771,ATTI -CA,1443829560,5/6/2010,1207985743,33368
2019147431,ATTI -EA,1443837281,3/3/2010,1208161026,33202
2019142932,ATTI -FA,1443836896,5/14/2010,1208022422,33102
2019145995,ATTI -ED,1443835995,7/3/2010,1208020303,33025
2019186234,ATTI -AE,1443844887,2/19/2010,1208033111,32836
2019143299,ATTI -AC,1443830019,7/5/2009,1208081062,32836
2019141869,ATTI -BB,1443830563,3/17/2010,1208088914,32690
2019141871,ATTI -AB,1443830564,10/3/2009,1207999318,32690
2019133180,ATTI -BB,1443832875,9/27/2009,1208070405,32658
9078054456,ATTI -CA,1435104581,3/22/2004,1226901716,32486
2019147066,ATTI -FA,1443836497,3/13/2010,1208038125,32400
2019140982,ATTI -AD,1443830521,4/1/2010,1207996985,32304
2019142996,ATTI -FE,1443833055,6/10/2009,1208122425,32304
2019143438,ATTI -AC,1443829842,11/29/2009,1207981184,32236
2019143801,ATTI -CF,1443833454,1/22/2010,1207977160,32111
2019143260,ATTI -CB,1443836757,3/21/2010,1207951956,32038
2019141167,ATTI -DA,1443830465,11/17/2009,1207953150,32038
2019143324,ATTI -AA,1443834910,7/17/2010,1208093599,32038
2093539732,ATTI -CC,1443830542,2/12/2010,1208109879,32038
2094229328,ATTI -FF,1443828619,6/16/2009,1208055687,32038
10254501679,ATTI -BE,2143192045,12/18/2011,1241405954,31544
2019143990,ATTI -EB,1443829867,11/16/2009,1207952664,31505
2019203596,ATTI -DD,1443844929,6/13/2010,1207985895,31505
9079021856,ATTI -CB,1443805439,1/23/2009,1240567160,31373
2019141121,ATTI -BE,1443830708,4/2/2010,1208116137,31240
2019145482,ATTI -EB,1443833014,1/28/2010,1208066501,31191
2019147079,ATTI -ED,1443835124,10/10/2009,1208101093,31191
2019139986,ATTI -BC,1443830068,5/23/2010,1207993248,30974
2019144436,ATTI -BA,1443836781,1/5/2010,1208027910,30974
2019167080,ATTI -DC,1443848612,1/3/2010,1208026498,30974
2850329340,ATTI -BA,1443826374,11/2/2009,1208089327,30974
9077316573,ATTI -FD,1443792600,1/3/2009,1208024625,30883
2019145600,ATTI -DB,1443835702,8/11/2010,1208122000,30824
2019145699,ATTI -BB,1443835991,4/25/2010,1208017901,30824
2019186413,ATTI -DD,1443848854,3/8/2010,1207968942,30708
2019223341,ATTI -AB,1443837375,3/3/2010,1208133172,30708
2019136848,ATTI -FD,1443823888,11/29/2009,1208079607,30683
9078044456,ATTI -BC,1435104581,6/26/2003,1226902254,30506
2019140585,ATTI -AA,1443829822,5/23/2010,1208054837,30441
2019141064,ATTI -FE,1443832981,10/6/2009,1208129095,30441
2019142888,ATTI -CE,1443830282,11/9/2009,1208081465,30441
2019223359,ATTI -BF,1443845062,1/17/2010,1208162773,30441
2019140343,ATTI -AF,1443835286,8/5/2010,1208070978,30175
2019142890,ATTI -AE,1443830253,6/2/2009,1208134670,30175
2019167144,ATTI -BB,1443848866,5/27/2010,1208048009,30175
2019142945,ATTI -BB,1443833818,2/13/2010,1208024619,29910
2019133163,ATTI -BC,1443835215,10/8/2009,1208076259,29723
2019145477,ATTI -BF,1443833012,6/6/2010,1208130575,29723
2019143305,ATTI -AF,1443830025,6/12/2009,1207935844,29643
2019186390,ATTI -FD,1443848604,11/4/2009,1208040994,29643
10254474717,ATTI -FA,2142768156,9/26/2011,1225041059,29630
9077653011,ATTI -ED,1441722545,8/5/2007,1208051858,29495
9077651528,ATTI -BE,1442366015,9/29/2007,1229895656,29495
2019143301,ATTI -FC,1443830022,12/24/2009,1208030238,29377
2019184800,ATTI -DB,1443834942,9/5/2009,1208094807,29356
2019129530,ATTI -DA,1443829554,6/27/2009,1207943407,29111
2019140175,ATTI -AB,1443829778,8/17/2009,1208047337,29111
2019140987,ATTI -EC,1443832899,4/23/2010,1208096037,29111
2019186244,ATTI -CC,1443841097,6/9/2010,1208023903,29111
2019186391,ATTI -AA,1443848848,11/29/2009,1207991828,29111
2019184453,ATTI -AB,1443834090,3/13/2010,1208133875,29097
2019133160,ATTI -EA,1443835652,1/8/2010,1207993358,28989
2019163636,ATTI -CA,1443837921,8/22/2009,1208130116,28989
2019184844,ATTI -AB,1443834934,2/19/2010,1208058499,28989
2019186384,ATTI -CB,1443844894,12/10/2009,1208022012,28845
2019143373,ATTI -DE,1443829770,7/12/2009,1208073306,28845
2019140454,ATTI -CF,1443829924,6/28/2010,1208115595,28845
10254501664,ATTI -BC,2143192045,8/8/2011,1227576015,28671
2019147183,ATTI -AF,1443836183,1/15/2010,1208130509,28622
2019145259,ATTI -AF,1443838450,12/28/2009,1207989700,28509
2019167140,ATTI -BF,1443848865,12/1/2010,1208115709,28509
2019203606,ATTI -EA,1443841099,8/1/2010,1207997831,28509
2019223330,ATTI -CA,1443836228,9/26/2009,1208044904,28509
2019139774,ATTI -DE,1443829545,12/17/2009,1208055400,28509
2019145472,ATTI -CF,1443836160,5/11/2010,1208084848,28255
2019184935,ATTI -AD,1443835276,5/6/2010,1207979406,28255
2019133249,ATTI -AC,1443832925,2/3/2010,1208098249,28255
9078735056,ATTI -BC,1443823163,1/24/2010,1226937210,28203
2019147339,ATTI -BB,1443836145,6/20/2010,1208100331,28191
9078735056,ATTI -FE,1443823163,8/26/2009,1239531349,28183
2019143334,ATTI -EC,1443834880,10/1/2009,1208035761,28172
2019186245,ATTI -CF,1443841076,7/22/2010,1208136302,28172
2019186385,ATTI -FB,1443844895,8/17/2010,1208124659,28172
2019143300,ATTI -AA,1443830020,4/22/2010,1208158410,28172
2019133171,ATTI -BF,1443832848,9/6/2009,1208011309,27888
2019145416,ATTI -EA,1443836821,6/24/2010,1208001830,27888
2019140391,ATTI -EC,1443830340,5/17/2010,1208083423,27835
2019140392,ATTI -EB,1443830344,6/7/2010,1207977161,27835
2019140393,ATTI -EA,1443837360,11/3/2009,1208091313,27835
2019142961,ATTI -EA,1443833070,8/28/2009,1208047303,27835
2019142962,ATTI -FF,1443830510,2/25/2010,1208015733,27835
2019143813,ATTI -AE,1443829739,5/30/2009,1208062869,27835
2019147155,ATTI -AB,1443837920,2/26/2010,1207980742,27835
2019139834,ATTI -CF,1443830509,11/6/2009,1208116491,27835
2019140362,ATTI -AC,1443829893,10/12/2009,1208010609,27835
2019167133,ATTI -BC,1443864333,4/20/2010,1208115895,27520
2019140063,ATTI -DB,1443830088,7/31/2009,1207978385,27498
2019140394,ATTI -FE,1443830348,12/4/2009,1207988344,27498
2019140527,ATTI -AC,1443829760,6/15/2009,1208119861,27498
2019140530,ATTI -DD,1443829777,10/29/2009,1207938576,27498
2019141073,ATTI -BD,1443830652,4/4/2010,1207983388,27498
2019141074,ATTI -EC,1443830668,1/21/2010,1208115695,27498
2019140390,ATTI -CA,1443835668,7/7/2009,1208030051,27161
2019140529,ATTI -CE,1443829771,6/9/2010,1207944701,27161
2019140534,ATTI -BE,1443829785,9/11/2009,1207961638,27161
2019141518,ATTI -DB,1443830731,1/16/2010,1208096298,27161
2019143332,ATTI -DF,1443829767,7/31/2009,1207948035,27161
2019143413,ATTI -FB,1443829827,10/25/2009,1208072202,27161
2019133165,ATTI -CA,1443832846,11/28/2009,1208045235,27154
2019145717,ATTI -EC,1443833333,11/27/2009,1208011261,27154
2019185703,ATTI -FD,1443836732,8/3/2010,1208106113,26942
2019141512,ATTI -BC,1443831231,6/5/2010,1208175171,26895
2019142969,ATTI -FA,1443830494,6/12/2010,1208021884,26895
2019144768,ATTI -DE,1443835212,9/3/2009,1208008954,26787
9077644250,ATTI -FF,1440950001,3/31/2007,1226844422,26686
